Crash ID,Crash Death Count,Crash Month,Latitude,Longitude,Person Age,Person Alcohol Result,Person Blood Alcohol Content Test Result,Person Type
16904987,0,2,29.77178094,-96.06116488,50,No Data,No Data,2 - PASSENGER/OCCUPANT
16910766,0,2,30.00834899,-96.48942724,56,No Data,No Data,1 - DRIVER
16910766,0,2,30.00834899,-96.48942724,72,No Data,No Data,1 - DRIVER
16910774,0,2,30.0667134,-96.45476848,45,No Data,No Data,1 - DRIVER
16910774,0,2,30.0667134,-96.45476848,53,No Data,No Data,1 - DRIVER
16920332,0,2,29.76529121,-96.1838913,22,No Data,No Data,1 - DRIVER
16920332,0,2,29.76529121,-96.1838913,19,No Data,No Data,1 - DRIVER
16921355,0,2,30.04076072,-96.36384704,27,No Data,No Data,1 - DRIVER
16927853,0,2,29.76504337,-96.15303391,No Data,No Data,No Data,1 - DRIVER
16927853,0,2,29.76504337,-96.15303391,37,No Data,No Data,1 - DRIVER
16927853,0,2,29.76504337,-96.15303391,23,No Data,No Data,2 - PASSENGER/OCCUPANT
16927853,0,2,29.76504337,-96.15303391,19,No Data,No Data,1 - DRIVER
16928687,0,2,29.77032554,-96.04947579,24,No Data,No Data,1 - DRIVER
16928687,0,2,29.77032554,-96.04947579,29,No Data,No Data,1 - DRIVER
16918851,0,2,29.78399086,-96.15824127,33,No Data,No Data,1 - DRIVER
16918851,0,2,29.78399086,-96.15824127,29,No Data,No Data,1 - DRIVER
16918851,0,2,29.78399086,-96.15824127,0,No Data,No Data,2 - PASSENGER/OCCUPANT
16922721,0,2,29.73692933,-96.14383754,26,No Data,No Data,1 - DRIVER
16922721,0,2,29.73692933,-96.14383754,3,No Data,No Data,2 - PASSENGER/OCCUPANT
16922721,0,2,29.73692933,-96.14383754,20,No Data,No Data,1 - DRIVER
16927851,0,2,No Data,No Data,16,No Data,No Data,1 - DRIVER
16927851,0,2,No Data,No Data,37,No Data,No Data,1 - DRIVER
16927851,0,2,No Data,No Data,10,No Data,No Data,2 - PASSENGER/OCCUPANT
16928688,0,2,29.86112193,-96.32895668,20,No Data,No Data,1 - DRIVER
16920338,0,2,29.76511818,-96.15306732,20,No Data,No Data,1 - DRIVER
16920338,0,2,29.76511818,-96.15306732,38,No Data,No Data,1 - DRIVER
16928490,0,2,29.75576312,-96.24227517,39,No Data,No Data,1 - DRIVER
16928490,0,2,29.75576312,-96.24227517,37,No Data,No Data,2 - PASSENGER/OCCUPANT
16928496,0,2,29.77425627,-96.13138341,26,No Data,No Data,1 - DRIVER
16928496,0,2,29.77425627,-96.13138341,27,No Data,No Data,1 - DRIVER
16928496,0,2,29.77425627,-96.13138341,27,No Data,No Data,2 - PASSENGER/OCCUPANT
16928496,0,2,29.77425627,-96.13138341,27,No Data,No Data,2 - PASSENGER/OCCUPANT
16928496,0,2,29.77425627,-96.13138341,30,No Data,No Data,2 - PASSENGER/OCCUPANT
16928500,0,3,29.78256482,-96.15467289,72,No Data,No Data,1 - DRIVER
16929564,0,3,29.94330182,-96.251846,17,No Data,No Data,1 - DRIVER
16929564,0,3,29.94330182,-96.251846,22,No Data,No Data,1 - DRIVER
16929564,0,3,29.94330182,-96.251846,27,No Data,No Data,2 - PASSENGER/OCCUPANT
16929564,0,3,29.94330182,-96.251846,60,No Data,No Data,2 - PASSENGER/OCCUPANT
16929564,0,3,29.94330182,-96.251846,2,No Data,No Data,2 - PASSENGER/OCCUPANT
16930468,0,3,29.77178094,-96.06116488,60,No Data,No Data,1 - DRIVER
16930468,0,3,29.77178094,-96.06116488,60,No Data,No Data,1 - DRIVER
16948333,0,3,30.04724582,-96.32131545,21,No Data,No Data,1 - DRIVER
16948333,0,3,30.04724582,-96.32131545,22,No Data,No Data,2 - PASSENGER/OCCUPANT
16948333,0,3,30.04724582,-96.32131545,3,No Data,No Data,2 - PASSENGER/OCCUPANT
16928503,0,3,29.77412496,-96.13048236,20,No Data,No Data,1 - DRIVER
16942197,0,3,29.69319416,-96.20944227,41,No Data,No Data,1 - DRIVER
16942197,0,3,29.69319416,-96.20944227,21,No Data,No Data,1 - DRIVER
16942197,0,3,29.69319416,-96.20944227,20,No Data,No Data,2 - PASSENGER/OCCUPANT
16942197,0,3,29.69319416,-96.20944227,4,No Data,No Data,2 - PASSENGER/OCCUPANT
16928366,0,3,29.77202544,-96.06312854,64,No Data,No Data,1 - DRIVER
16934321,0,3,29.7758768,-96.11515941,28,No Data,No Data,1 - DRIVER
16934321,0,3,29.7758768,-96.11515941,35,No Data,No Data,2 - PASSENGER/OCCUPANT
16934321,0,3,29.7758768,-96.11515941,41,No Data,No Data,2 - PASSENGER/OCCUPANT
16934321,0,3,29.7758768,-96.11515941,42,No Data,No Data,1 - DRIVER
16934321,0,3,29.7758768,-96.11515941,55,No Data,No Data,1 - DRIVER
16952250,0,3,29.77073136,-96.05273515,40,No Data,No Data,1 - DRIVER
16960284,1,3,29.88310317,-96.26567035,20,No Data,No Data,1 - DRIVER
16960284,1,3,29.88310317,-96.26567035,21,No Data,No Data,2 - PASSENGER/OCCUPANT
16960284,1,3,29.88310317,-96.26567035,20,No Data,No Data,2 - PASSENGER/OCCUPANT
16960284,1,3,29.88310317,-96.26567035,1,No Data,No Data,2 - PASSENGER/OCCUPANT
16930490,0,3,29.77407957,-96.08147388,46,No Data,No Data,1 - DRIVER
16930490,0,3,29.77407957,-96.08147388,No Data,No Data,No Data,1 - DRIVER
16942017,0,3,29.78857231,-96.18514252,80,No Data,No Data,1 - DRIVER
16942017,0,3,29.78857231,-96.18514252,37,No Data,No Data,1 - DRIVER
16932476,0,3,29.94573184,-96.25236425,18,No Data,No Data,1 - DRIVER
16932476,0,3,29.94573184,-96.25236425,32,No Data,No Data,1 - DRIVER
16932476,0,3,29.94573184,-96.25236425,35,No Data,No Data,2 - PASSENGER/OCCUPANT
16934720,0,3,29.97225235,-96.51090138,27,No Data,No Data,1 - DRIVER
